content	passageId	label	propertyName	propertyId	propertyDescription
She is the daughter of the actors Julie Peasgood and Peter McEnery.	13679:300:367	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Kate McEnery (born May 1981) is an English actress, best known for her roles as Colin Farrell's love interest in the BBC Northern Ireland series, Ballykissangel and as Jodie Nash in the Channel 4 teen soap opera Hollyoaks from 2001 to 2003.	13679:14:254	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Panzerfaust was a wargaming magazine started by Don Greenwood in 1967 and named after the German panzerfaust, a recoilless anti-tank weapon.	19259:22:162	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
"Joshua Anthony Isaac ""Josh"" Gowling (born 29 November 1983) is an English professional footballer who plays as a centre back for National League club Grimsby Town."	16211:14:177	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
She was also Regent of Portugal from 1742 until 1750 during the illness of her husband King John V of Portugal.	13619:162:273	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Originally as a promise to his brother Chuki Obiyo when they were both students at the University of Texas at Austin, he started the first online African Radio show in Austin, Texas on KVRX called African Extravaganza.	24665:106:324	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
After Glenn's first wife passed away due to her health, he married Kathy Lambert in 1988.	13224:185:274	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In this capacity he is member of the Payment systems Market Expert Group that advises the European Commission on its payments systems policy, and serves as a member of the Spanish Chapter of the Club of Rome and member of the Economic and Financial Control Commission of CEDRO, the non-profit association of authors and publishers that is in charge of protecting and managing in a collective manner their intellectual property rights.	25973:1361:1795	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
In 2003, its government merged with that of its largest city and county seat, Louisville, forming a new entity, the Louisville/Jefferson County Metro Government (official long form) or Louisville Metro (official short form).	7803:381:605	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
He currently works for Microsoft as the lead architect of C# and core developer on TypeScript.	5306:292:386	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
It was imperative for Goodrich to have a truly representative, wholly-owned subsidiary in South East Asia.	23606:23:129	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Shortly after I enrolled at Full Sail University in July 2012 and completed my Masters Degree Internet Marketing in 2013.	10300:315:436	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
He was elected as a Republican to the U.S. Senate after a lengthy deadlocked election in the New Hampshire Legislature and served from August 2, 1883, until his death.	12688:694:861	0	DATE_OF_DEATH	14	Describes the date of death of a person.
He was a member of the New Hampshire Senate in 1857–1858, serving as president the last year.	12688:420:513	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
One of Good Luck Chuck's theatrical posters parodied the well-known Rolling Stone cover photographed by Annie Leibovitz featuring John Lennon and Yoko Ono in similar poses.	13585:356:528	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
His father's side was originally from Mersin and his mother's side was from Halep.	14482:97:179	0	DATE_OF_DEATH	14	Describes the date of death of a person.
In 2007 he married Sevim Demiroğlu, then shortly after their marriage, they got divorced.	14482:258:347	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Cem Erman, born Süleyman Faik Durgun (1947 – 7 August 2011) was a Turkish film actor.	14482:11:96	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Thor is a graduate of Metropolitan State College of Denver's Financial Planner program (2002), and a Certified Financial Planner who has held his General Securities Principal License.	16620:617:800	0	SPOUSE	25	Describes the relationship between a person and her/his spouse.
Thor H. McIlrath is a Partner and co-founder of McIlrath|Eck, LLC, a partnership formed in 2006 with Sam K. Eck, JD.	16620:99:215	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Lorange received his undergraduate education from the Norwegian School of Economics, was awarded an MA degree in operations management from Yale University, and his Doctor of Business Administration degree from Harvard University.	7033:484:714	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
He is the owner, President, and CEO of the Lorange Institute of Business Zürich, formerly known as GSBA Zurich, which he bought in July 2009.	7033:76:217	0	CEO	4	Describes the relationship between an organization and its CEO.
Peter Lorange (born 17 April 1943) is a Norwegian economist.	7033:15:75	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
I started with Andhra Bank in Hyderabad, Central Office, moved to State Bank of India, Hyderabad in November 1971 where I grew up in career up to Chief Manager's cadre by 1990.	10397:114:290	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
In November 2014, I left TAPMI (for 2nd time) and joined IFIM, Bengaluru.	10397:1057:1130	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
I retired voluntarily as Chief Manager of SBI, Sangareddy Branch in Medak, AP in April 1993.	10397:476:568	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
It was founded in 1555 by the merchant Sir Thomas White, intended to provide a source of educated Roman Catholic clerics to support the Counter-Reformation under Queen Mary.	7755:99:272	0	DATE_FOUNDED	5	Describes the founding date of a company.
He studied at Ateneo de Manila University and he holds a post-graduate degree in International Studies from the Johns Hopkins School of Advanced International Studies.	27865:649:816	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
He is the head of the ASEAN Studies Centre at the Institute of Southeast Asian Studies in Singapore, and an Adjunct Professor at the Lee Kuan Yew School of Public Policy, National University of Singapore.	27865:179:383	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
He grew up in Assens, where he learned photography in his father's company.	29535:220:295	0	DATE_OF_DEATH	14	Describes the date of death of a person.
He worked in Copenhagen from 1890 to 1896, and then migrated to Kristiania.	29535:296:371	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
He was born in Brenderup, Denmark as a son of photographer Jens Rasmussen.	29535:145:219	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
She is most known for her creation of many self-testing systems for diabetes while working at Miles Laboratories, which is now owned by Bayer AG.	5003:327:472	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
She currently is an Adjunct Professor of Management at Indiana University South Bend, and a Consultant for Bayer AG.	5003:473:589	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
In 1947 she married Alfred Free, a fellow researcher in urinalysis.	5003:259:326	0	PLACE_OF_RESIDENCE	11	Describes the relationship between a person and the location where she/he lives/lived.
Helen Murray Free (born February 20, 1923, Pittsburgh, PA) is a retired American chemist and educator.	5003:19:121	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Stefanos Charalambous is a PTR tennis coach with an ITF Level 1 and a Cyprus level 2 diploma, plus a course in Tennis Psychology.	26919:23:152	0	NATIONALITY	10	Describes he country of a person's citizenship or country in which the person is deemed a national.
Through Pushkin, Natalia descends from Peter the Great's African protégé, Abram Petrovich Gannibal.	13627:1071:1170	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Natalia was a daughter of Alexander Pushkin, the most renowned Russian writer who ranked, however, only as a dvoryanin; an untitled member of the lower nobility.	13627:645:806	0	CEO	4	Describes the relationship between an organization and its CEO.
Headquartered in Fort Lauderdale, FL, Liberty Power is the largest completely independent, privately-held retail electric supplier in the United States and the largest Hispanic-owned energy company in the United States.	15117:214:433	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
Liberty Power was co-founded in 2001 by David Hernandez (CEO) and Alberto Daire (President), who bring a spirit of innovation and family values to the workplace.	15117:578:739	0	CEO	4	Describes the relationship between an organization and its CEO.
It is a third digital subchannel of ABC outlet WQAD-TV that is owned by the Tribune Broadcasting subsidiary of the Tribune Media Company.	1632:188:325	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Adalbert von Ladenberg (born 18 February 1798 in Ansbach; died 15 February 1855) was a Prussian politician.	29593:24:131	0	DATE_OF_DEATH	14	Describes the date of death of a person.
AirSprint was founded in 2000 as the first Fractional Aircraft Ownership company in Canada by current Chairman and CEO Judson Macor.	7180:139:271	0	CEO	4	Describes the relationship between an organization and its CEO.
The Sherman Fairchild Foundation, founded in 1955, is a charitable foundation of Sherman Mills Fairchild, founder and chairman of the many Fairchild Corporations.	15312:34:196	0	DATE_FOUNDED	5	Describes the founding date of a company.
Upon his death on March 28, 1971 he left the bulk of his 200+ million dollar estate to his Foundations.	15312:325:428	0	DATE_OF_DEATH	14	Describes the date of death of a person.
After the sudden death of banjo player Barney McKenna on 5 April 2012, he entered The Dubliners to complete the planned tour, until the final shows at Vicar Street in Dublin, on 28/29/30 December.	28233:531:727	0	DATE_OF_DEATH	14	Describes the date of death of a person.
In 2013 a top-secret order issued by the court, later leaked to the media via journalists Glenn Greenwald, Laura Poitras and Ewen MacAskill from documents culled by Edward Snowden, required a subsidiary of Verizon to provide a daily, on-going feed of all call detail records – including those for domestic calls – to the NSA.	5242:1008:1333	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
The firm's founding partners, Robert D. Sicoli and Ryan P. Garry are included in the small group of attorneys recognized by the Minnesota State Bar Association as 'Criminal Law Specialists,' a certification held by less than 1% of all criminal defense attorneys in Minnesota.	3235:218:493	0	FOUNDED_BY	2	Describes the relationship between an organization and its founder or co-founder.
Recognized Minnesota criminal defense lawyers Robert D. Sicoli and Ryan P. Garry joined forces on May 1, 2014 and created a specialized criminal defense law firm, Sicoli & Garry, PLLC.	3235:515:699	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Ryan is a Criminal Law Specialist, certified by the Minnesota State Bar Association, and has developed a reputation as an accomplished trial attorney.	3235:952:1102	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Armed Forces Entertainment was founded in 1951 to provide up-and-coming American entertainment to US troops and their family members stationed overseas, with priority to remote and isolated locations, ships at sea, and contingency operations.	17307:442:684	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Hans Leopold Meyer studied at the Technische Universität Bergakademie Freiberg, Vienna University of Technology and University of Heidelberg he received his PhD in 1894.	28381:167:336	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
He was a member of the German Academy of Sciences Leopoldina and he received the Lieben Prize in 1905, seven years before his younger brother Stefan Meyer received the prize in 1913.	28381:452:634	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
After studying Art History and the market at the Ecole du Louvre and at La Sorbonne, Nathalie Daviet-Thery worked in the prints department at the Loudmer aunction house from 1991-1994, then as a director of books and prints at Gallery Maeght from 1994-2000.	27139:1147:1404	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Years after, on 22 July 1992, former Chairman of the Joint Chiefs of Staff Admiral William J. Crowe testified to the House Armed Services Committee regarding charges that the Pentagon had concealed evidence about the 1988 downing of an Iranian airliner by the U.S. Navy cruiser USS Vincennes (CG-49).	12977:666:966	0	CEO	4	Describes the relationship between an organization and its CEO.
I am a born & bred Cairns local and have been fortunate to have been able to pursue my career within the electricity distribution industry where I began as an Apprentice Fitter & Turner with the Far North Queensland Electricity Board (FNQEB) in January 1989 and currently employed by Ergon Energy.	20164:16:313	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
As a parallel, but separate part-time career, I serve as a Specialist Service Officer (Engineering) with the Australian Army Reserve in Cairns as a member of the 51st Battalion.	20164:588:765	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Maroons Football Club also known as Prisons Football Club, is a Ugandan football club from Kampala owned by Hadley Ferber.	18180:12:134	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
In 2005, he founded Luibueno's Baja-Style Mexican Catering; his Latin cuisine feasts soon earned a reputation, and were sought out for everything from weddings to the Triple Crown of Surfing surf contest.	186:867:1071	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Sakakini was originally part of El Zaher, but it was named after a wealthy, famous, family of Syrian origin, whose patriarch (head of the family), Count Gabriel Habib Sakakini Pasha (1841–1923) had built a palace and a church in the area in 1897.	8323:171:417	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Erdal Erzincan (1971, Erzurum) is a Turkish folk music musician, composer, and singer.	10298:16:102	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Despite the Nazi invasion of that state in 1940, they remained undisturbed until they were arrested by the Nazis on 2 August 1942 and sent to the Auschwitz concentration camp, where they died in the gas chamber on 9 August 1942.	8326:1756:1984	0	DATE_OF_DEATH	14	Describes the date of death of a person.
In 1938 she and her sister Rosa, by then also a convert and an extern Sister of the monastery, were sent to the Carmelite monastery in Echt, Netherlands for their safety.	8326:1585:1755	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
I have now moved our studio from Los Angeles to West Sacramento into my third and much larger studio to support my many styles of photography.	8600:269:411	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
This was the reason when I entered the University at Buffalo I joined Leadership House, a program that helped the Buffalo community through service.	10615:1329:1477	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
After my Internship and experiences as a captain in all three sports I played in high school, I began attending the University at Buffalo.	10615:757:895	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
I am a brother and soon to be a member of the E-Board as Herald in Sigma Pi Fraternity International.	10615:1810:1911	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Karl Kreil (1798–1862) was an Austrian meteorologist and astronomer, born in Ried.	20528:12:94	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
From 1849 until his death, he edited the Jahrbuch of the Central Bureau at Vienna.	20528:881:963	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Charlie Mariano (born November 11, 1923 in Boston, died June 16, 2009 in Cologne) was an American alto and soprano jazz saxophonist .	29703:17:150	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Following her father's death in 1872 she travelled to Australia with her sister Florence.	29783:438:527	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Following her retirement in 1897 she and Florence moved to Oxfordshire, where she died in 1902.	29783:932:1027	0	DATE_OF_DEATH	14	Describes the date of death of a person.
In 2002, Kim's son Andy graduated from Purdue University and joined his grandfather and father.	30281:592:687	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Curtis Brothers was established in 1946 by brothers Harold and Dudley Curtis, when they opened Curtis Pure Oil Station and Taxi Cab Service.	30281:48:188	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He was elected in May 1816 a Fellow of the Royal Society When the museum trustees decided in 1837 that their staff should no longer hold other remunerated posts, Baber resigned from his museum post but remained rector of Stretham until his death aged 94.	28096:706:960	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Simons Jewelers was started in 2001 and moved to its current location in 2006.	12532:282:360	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Ouromian the President and CEO of the Academy of Business Leadership (ABL), a non-profit organization housed in the corporate offices of Southern California Edison in Rosemead, California.	7031:127:315	0	CEO	4	Describes the relationship between an organization and its CEO.
Anna Gabriel Ouroumian is an Armenian-American social entrepreneur who was born and raised in Beirut, Lebanon.	7031:16:126	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Paolo Ceretti from IFIL then took the responsibility as CEO, and Maurizio Olivotto took the position of CTO.	7228:360:468	0	CEO	4	Describes the relationship between an organization and its CEO.
The original project was a mix of editorial content and e-commerce based on the potential synergies between the companies of the FIAT Group (La Stampa, Alpitour, Ferrari, etc.).	7228:469:646	0	DATE_FOUNDED	5	Describes the founding date of a company.
We started the business in 1978 with a single location in Everett, WA and have grown into several locations in Washington State and a location in Las Vegas, Nevada.	2124:850:1014	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
A long time resident, Moore and his family have resided north of Seattle for the past 40 years.	2124:1116:1211	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Dorset is home to America's oldest marble quarry and is the birthplace of Bill W., co-founder of Alcoholics Anonymous.	7873:318:436	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In addition to his parents, survivors include: three daughters: Kerin, Jasmine and Aaliyaha Vandegrift; one stepdaughter, Brianna Goddard; one stepson, Zachery Combs; one brother: James Vandegrift of Elkton, MD; Maternal Grandparents, Howard And Helen Lockard, Sr. of North East, MD; Mothers Of His Daughters, Crystal Hickman of North East, MD and Diana Combs of Port Deposit, MD; Three Aunts, Catherine Jones of Elkton, MD; Deborah Lockard Shelley of North East, MD; Neddie Birney of North East, MD; Four Uncles, Richard Vandegrift of SC; Howard Lockard, Jr. of Elkton, MD; John Lockard of Elkton, MD; Jimmy Lockard of Calvert, MD; One Nephew, James Vandegrift II; Two Nieces, Brittney Coalson; Jordan Way and many other family members.	29790:385:1122	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Prior to his role in BRANCHES, he was the Community Schools Coordinator for Franklin Square Elementary/Middle School in Baltimore, facilitating communication and resource sharing between the school, its students, parents and community.	10883:332:567	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
"Neurones IT Asia is a subsidiary of the Neurones Group, which is one of the largest IT services companies ""on a human scale""."	30396:199:324	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
In February 2008 he was laureated with the Business Social Responsibility Award from the Woodrow Wilson International Center for Scholars, a nonpartisan institution created by the U.S. Congress within the Smithsonian Institution.	5071:265:494	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Eugenio Garza Lagüera (18 December 1923 – 24 May 2008) was a Mexican businessman and philanthropist who served as chairman of the board of the Monterrey Institute of Technology (ITESM) and Femsa, Latin America's largest beverage corporation.	5071:23:264	0	CEO	4	Describes the relationship between an organization and its CEO.
KinShip Properties, LLC, based in Memphis, TN, is a residential redevelopment company that specializes in acquiring distressed properties at deep discounts.	19703:20:176	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
Our second goal is to improve the overall quality of living within the city of Memphis and Shelby County because we believe strongly in our community and in the city’s potential for future growth.	19703:771:967	0	SPOUSE	25	Describes the relationship between a person and her/his spouse.
Cobb's Legion (also known as the Georgia Legion) was an American Civil War unit that was raised on the Confederate side from the State of Georgia by Thomas Reade Rootes Cobb during the summer of 1861.	16740:15:215	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Don Carlos Maria Alfonso Marcelo de Borbón-Dos Sicilias y de Borbón-Parma, Infante of Spain, Duke of Calabria, 16 January 1938 – 5 October 2015, was, at his death, the last infante of Spain during the reigns of his cousins King Juan Carlos I and King Felipe VI.	16078:34:295	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Established in 1990 by Donald and Nancy Vasquez, they stored everything in their suburban Vacaville garage and set up tents with their kids and a hand full of employees that were part time.	1405:38:227	0	FOUNDED_BY	2	Describes the relationship between an organization and its founder or co-founder.
Now with about 35 employees and 60,000 sq ft of office, warehouse and yard space they continue to grow, covering events that range from weddings to corporate events; festivals and sporting events.	1405:649:845	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Peter Christensen (born April 25, 1975) is a Danish politician representing the Liberal Party Venstre.	12917:19:121	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Its most prominent leader was David Norris, an English studies lecturer in Trinity College, Dublin, Joycean scholar and from the 1980s to the present a member of Seanad Éireann.	7784:219:396	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
The notion of a Maritime Union has been proposed at various times in Canada's history; the first discussions in 1864 at the Charlottetown Conference contributed to Canadian Confederation which instead formed the larger Dominion of Canada.	7822:663:901	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
Mr. Riley died in 1992 and is buried in York Creek Cemetery, not more than 2 miles from his joint and where he was born.	29707:746:866	0	DATE_OF_DEATH	14	Describes the date of death of a person.
SWIFT is a cooperative society under Belgian law owned by its member financial institutions with offices around the world.	7093:1387:1509	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
The chairman of SWIFT is Yawar Shah, originally from Pakistan, and its CEO is Gottfried Leibbrandt, originally from the Netherlands.	7093:1621:1753	0	CEO	4	Describes the relationship between an organization and its CEO.
It operates through two subsidiaries: Pantheon Leisure owns The Elms Limited, which has holdings in sports-related concerns and is looking for additional acquisition opportunities in the sector.	20113:149:343	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
Westside's other subsidiary, Reverse-Take-Over Investments (RTI), specializes in creating shell companies designed to acquire other companies, with the eventual aim of taking them public.	20113:344:531	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Having originally impulse bought plants from the garden centre, she then watched as many withered and died, unsuited to the soil and general conditions in her garden.	19940:695:861	0	DATE_OF_DEATH	14	Describes the date of death of a person.
She has worked for companies including Messagelabs, the leading provider of managed email security services to businesses worldwide; The Cloud, Europe's largest WiFi operator; top international telecommunications company Cable & Wireless; and Computacenter, independent supplier of IT infrastructure services.	19940:147:456	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
She was member and Secretary General of the Samaritan Ladies Society, an entity created by First Lady Julia Fernández Rodríguez (wife of President León Cortés Castro) which was ultimately responsible for the creation of the Casa de la Madre y el Niño (House of the Mother and Child).	29414:557:840	0	CEO	4	Describes the relationship between an organization and its CEO.
While on vacation at her family's beach house in Blankenberge she met Rafael Ángel Calderón Guardia, then a young foreign student.	29414:352:482	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Yvonne Clays Spoelders died in San José, Costa Rica on February 11, 1994.	29414:1807:1880	0	DATE_OF_DEATH	14	Describes the date of death of a person.
He is an eminent personality who is held in high esteem in his native United Arab Emirates (UAE).	10792:197:294	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Ecumen is governed by a 17-member board of trustees, and its president and CEO is Kathryn Roberts.	29483:252:350	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Public-access television was created in the United States between 1969 and 1971 by the Federal Communications Commission (FCC), under Chairman Dean Burch, based on pioneering work and advocacy of George Stoney, Red Burns (Alternate Media Center), and Sidney Dean (City Club of NY).	15142:228:509	0	DATE_FOUNDED	5	Describes the founding date of a company.
D.I.V.O.R.C.E. has a similar theme to Wynette's original in that the events in the song lead to a couple divorcing, however in Connolly's song the words are spelled out to mislead a dog rather than a child as in Wynette's version, and the divorce is sparked by a riotous visit to a veterinarian that results in the husband being bitten by both the dog and his wife.	15740:518:885	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Any comments, questions or suggestions, please direct them to Maya (Founder & Main Organiser)Polite Notice: We welcome dogs with friendly and responsible owners who can look after them both on and off the lead.	26699:1250:1460	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
It was originally based in Nea Smyrni, and later moved to Kallithea, then moved for a while to Chalkida, and finally returned to Kallithea.	12040:202:341	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Ikaros Kallitheas B.C. (formerly Ikaros Chalkidas B.C) is a professional basketball club that is based in Kallithea, Greece.	12040:23:147	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Elliot McKay See, Jr. (July 23, 1927 – February 28, 1966), (Cmdr, USNR), was an American engineer, naval aviator, test pilot, and NASA astronaut, selected in the second group of astronauts.	5290:12:201	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
He died in 1966 in a NASA trainer jet crash in St. Louis enroute to training for what would have been his first space flight, Gemini 9.	5290:202:337	0	DATE_OF_DEATH	14	Describes the date of death of a person.
When I immigrated to the US in 2001, I arrived in New York with nothing more than a suitcase and the paella pan you see in my profile picture.	11063:901:1043	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
They lived with our family for 15 years and taught me everything there is to know about paella and cooking it the traditional way.	11063:770:900	0	SPOUSE	25	Describes the relationship between a person and her/his spouse.
When I was 2 months old, my parents moved from our native Germany to Spain where I ended up living for the next 15 years.	11063:447:568	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Titan America is part of the overall Titan Group of companies, whose ultimate parent is Titan Cement Company S.A., based in Athens, Greece.	23519:15:154	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
She studied at the New England Conservatory of Music in Boston and then transferred to the California Institute of the Arts in Valencia, California, receiving a BFA in 1973.	7976:422:595	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
She performed at the Jazz Bakery in Los Angeles with a grant from Meet the Composer (Rockefeller Foundation & AT&T) Program in collaboration with the National Endowment for the Arts.	7976:1068:1250	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
She obtained an MA and PhD from Schools on Borders in 2006.	7976:596:655	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
Susan Allen (May 10, 1951 – September 7, 2015) was an American harpist and Associate Dean of the Herb Alpert School of Music at California Institute of the Arts.	7976:24:185	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
He is an elected Fellow of the Institute of Biology and the Linnaean Society.	24692:338:415	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
When I'm not taking photos I like to take my gorgeous wife Leah, my daughter Summer and our fur child Rocco, down to the beach at Wellington Point for a swim… To me, that's what life's about.	101:837:1028	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
He was born in New York, New York and died in Elmsford, New York of lung cancer.	16288:755:835	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Elmer Verner McCollum ForMemRS (March 3, 1879 – November 15, 1967) was an American biochemist known for his work on the influence of diet on health.	28182:16:164	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
A native of Strasbourg, France, he was a student of Louis Pasteur at the Sorbonne.	4954:114:196	0	DATE_OF_DEATH	14	Describes the date of death of a person.
When the revolution broke out, he was a major leader of the territorialist Zionist Socialist Workers Party in the city.	28190:207:326	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Kruk travelled over most parts of Europe He studied Law at the University of Berne, obtaining a doctoral degree.	28190:355:467	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
During the First World War he and his wife, Roza Kruk, lived in London.	28190:468:539	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Drobner's group merged into the Polish Socialist Party in 1928, whilst Kruk's group continued operate as the Independent Socialist Labour Party.	28190:991:1135	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
She also supports Extra Special People, an organization that works to enhance the lives of children with developmental disabilities, by providing dresses and alterations at no charge for their annual Big Hearts Pageant.	17824:1033:1252	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Lynn Willis (died January 18, 2013) was a wargame and role-playing game designer, best known for his work with Metagaming Concepts, Game Designers' Workshop (GDW), and Chaosium.	15816:13:190	0	DATE_OF_DEATH	14	Describes the date of death of a person.
I moved away for college and then lived in Seattle for a couple of years before landing here back in my hometown.	19685:115:228	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
From working in the piece goods department of a dress mfg in NYC, to working a cash register, hostessing in a very busy restaurant, and holding the title of Secretary for the Process Engineer of a wire manufacturer (where I converted the Bill of Material for the Unisys computer we purchased way back in the 1980's), or opening a new sales territory in virgin soil of New York State, I'm the one who always begins with enthusiasm and moves on when the time is right (ie, when the enthusiasm is no longer honest, or has to be forced).	19617:16:549	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Louis Armstrong, the most important person in the history of jazz, lived in this modest house in Corona, Queens (New York City) from 1943 until he died in 1971.	29760:1085:1245	0	DATE_OF_DEATH	14	Describes the date of death of a person.
