propertyId,propertyName,propertyDescription,content,label
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,Charupong Ruangsuwan (first name also transcribed as 'Jarupong'; born 15 August 1946) is a Thai civil servant and politician.,10
14,DATE_OF_DEATH,Describes the date of death of a person.,"After Atari Teenage Riot's non-definitive break in 2000, and the subsequent death of Carl Crack from a drug overdose, the members of ATR split up, and Elias set up her own record label, Fatal Recordings.",4
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"His best known work as an engraver was the Raphael's Bible series, which he created together with his fellow student, Giovanni Lanfranco.",5
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,He then moved to Pratt & Whitney (PW) in Florida and worked as a Test Engineer on J58/SR71 engine development.,11
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"The Greenville and Columbia Railroad (now part of Norfolk Southern) arrived there in 1853, bringing increased commercial activity to the neighborhood that had been first settled in the 1830s.",11
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Subsequently, in the year 2007, Shivaji Works Limited located at Solapur, Maharashtra has been acquired by KFIL.",8
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Adam and Nicole, both natives to Colorado thrive on the success of small businesses in the area.",10
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Matías Ariel Fernández Fernández ([maˈti.as aˈɾjel ferˈnandes], born 15 May 1986) is a Chilean professional footballer who plays for Italian club ACF Fiorentina as an attacking midfielder.",3
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"August Becker (c. 1810–1875) was a German political activist, politician, and journalist.",9
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Wright and his wife, the former Kristen E. Collier (born c. 1976), have two children.",1
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"We are a dedicated team of reliable and educated individuals who offer top Portage, IN Home Care help.",5
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"She graduated college, got married, and started her real estate career in 2013.",13
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,He was a candidate member of the Central Committee of the Communist Party of the Soviet Union.,12
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"Organica Music Group (OMG) was founded in early 2009 by top-grossing comedian Ron White, singer/songwriter Margo Rey and music industry veteran Michael Blakey.",7
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"She was born as Virginia Louise Noonan, one of 11 children born to a judge in Bayonne, New Jersey.",10
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"In 1851, he was elected a foreign member of the Royal Swedish Academy of Sciences.",6
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"He took part in the Battle of Qala-i-Jangi, a violent uprising of the Taliban prisoners, during which the CIA officer Johnny ""Mike"" Spann was killed, together with all but 86 of the estimated 300–500 prisoners.",6
4,CEO,Describes the relationship between an organization and its CEO.,He was chairman and chief executive officer at the Robert C. Maynard Institute for Journalism Education.,0
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Headquartered in McLean, Va., SAIC had annual revenues of approximately $10.6 billion for its fiscal year ended January 31, 2012.",8
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"Graham Arthur Barden (September 25, 1896 – January 29, 1967) was a US Representative from North Carolina between 1935 and 1961 for the Democratic Party.",12
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,Chicano or Chicana (also spelled Xicano or Xicana) is a chosen identity of some Mexican Americans in the United States.,9
14,DATE_OF_DEATH,Describes the date of death of a person.,"Abdul Samad was killed near his home in Kandahar in January 2006, by two men riding motorcycles.",4
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Milnor is a distinguished professor at Stony Brook University and one of the four mathematicians to have won the Fields Medal, the Wolf Prize, and the Abel Prize (along with Pierre Deligne, Jean-Pierre Serre, and John G. Thompson).",6
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"He graduated from the University of North Dakota, where he was a member of Lambda Chi Alpha fraternity, in 1958.",5
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"PSEG Resources wants to generate some capital resources for parent company Public Service Enterprise Group (PSEG), which provides electricity and natural gas to customers in New Jersey.",14
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Nicole Solomon was born and raised in Wilmette, Illinois, just 20 minutes North of Chicago.",10
15,DATE_OF_BIRTH,Describes the date of birth of a person.,Ray Hatfield (born 1960) was one of the original guitarists in prog rock band Martin Turner's Wishbone Ash.,3
14,DATE_OF_DEATH,Describes the date of death of a person.,"Then in 2003, heartbreaking and unexpected, his wife Sherry died after a short battle with breast cancer.",4
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"John Phillips, born in 1814, was a native of Wiltshire England who came to the U.S. in 1834 and settled in Florida.",10
4,CEO,Describes the relationship between an organization and its CEO.,"He is the President and CEO of NJJ Music Inc and Freeplay Music Corp, as well as the CEO and Founder of Tunesat, a global music technology company that uses proprietary audio fingerprint technology to track music and audio performances for composers and publishers on TV and the internet.",0
4,CEO,Describes the relationship between an organization and its CEO.,"On May 9, 2012, he was elected president and chief executive officer of the Institute of Nuclear Power Operations, succeeding retired Navy admiral James O. Ellis, Jr.",0
5,DATE_FOUNDED,Describes the founding date of a company.,The club was founded in 1892 and joined the Football League the following year.,2
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,Arnt Maurits Dolven (21 October 1892 – 1954) was a Norwegian agronomist and politician for the Agrarian Party.,12
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"A native of Pennsylvania, he was the co-founder of the Oregon Hospital for the Insane in East Portland, Oregon.",10
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"Dr. Brian McGourty established Eyecare Associates of Nampa, P.A. in 1978.",7
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,Dennis is an ASE Certified Master Technician and Parts Specialist and has an AMI (Automotive Management Institute) degree.,5
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"The city was founded by Ptolemy Philadelphus and named for Arsinoe II of Egypt, his wife and sister.",13
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"It was originally used as the label name by the Dead Kennedys for the self-produced single ""California Über Alles"", and after realizing the potential for an independent label, they released records for other bands as well.",8
5,DATE_FOUNDED,Describes the founding date of a company.,"The Bentley Motors Limited subsidiary of Volkswagen AG is the direct successor to Rolls-Royce Motors and various other predecessor entities that produced Rolls-Royce and Bentley branded cars between the foundation of each company and 2003, when the BMW-controlled entity started producing cars under the Rolls-Royce brand.",2
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"José Cevallos Cepeda (born 1831 in Victoria de Durango, Durango - died April 19, 1893 in Mexico City) was a Mexican politician and military leader.",9
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,Chicago is her home but she loves being thrown into new experiences and would welcome the opportunity to move to a new city or country.,11
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,The National Democratic Force (also known as the United Democratic Front; abbreviated NDF) is a Burmese political party formed by former members of the National League for Democracy (NLD) who chose to contest the 2010 general election in Myanmar (Burma).,12
5,DATE_FOUNDED,Describes the founding date of a company.,"American Title Service Agency was established in 2004 with primary offices in Scottsdale, Arizona specializing in lender escrow servicing.In October of 2007 the company was acquired by Ron Quain and Chris Hyman, both long term veterans of the title insurance and real estate industries in Maricopa County.",2
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Robin Lynn Raphel (born 1947) is an American former diplomat, ambassador, CIA analyst and an expert on Pakistan affairs.",9
15,DATE_OF_BIRTH,Describes the date of birth of a person.,We originally formed Waddington Brown as an independent recruitment consultancy in 2006 to bring a new dimension to HR recruitment from both the client and the candidate's perspectives.,3
25,SPOUSE,Describes the relationship between a person and her/his spouse.,I met my wife in 2001 and was engaged to her in 2005 in Central Park Manhattan.,13
5,DATE_FOUNDED,Describes the founding date of a company.,"Leon Trotsky (/ˈtrɒtski/; Russian: Лев Дави́дович Тро́цкий; [ˈlʲɛf ˈtrotskʲɪj]; born Lev Davidovich Bronstein; 7 November [O.S. 26 October] 1879 – 21 August 1940) was a Marxist revolutionary and theorist, Soviet politician, and the founding leader of the Red Army.",2
14,DATE_OF_DEATH,Describes the date of death of a person.,"Reuben (Ben) Jones (born 19 October 1932 in Newport, Shropshire, England; died 3 January 1990 in Melton Mowbray, Leicestershire) was an Olympic equestrian rider who competed in the 1964 Summer Olympics in Tokyo and the 1968 Summer Olympics in Mexico City.",4
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Saint Nectan, sometimes styled Saint Nectan of Hartland, was a 5th-century holy man who lived in Stoke, Hartland, in the English county of Devon, where the prominent Church of Saint Nectan, Hartland is dedicated to him.",10
25,SPOUSE,Describes the relationship between a person and her/his spouse.,He is passionate about coaching his 'to be' brides and grooms through the process of designing the perfect wedding ring reflecting their unique personalities.,13
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"William Nils Erich Petzäll (26 August 1988 – 1 September 2012) was a Swedish politician, former member of the Sweden Democrats and Chairman of the Sweden Democratic Youth.",12
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,In 2007 joined Atlantic Copper (subsidiary of Freeport McMoran Copper and Gold) as Senior Executive Assistant to the President and Head of Staff for the President's Office and from 2009 until 2011 Chief Event Manager for the company Annual General Meeting in London.,14
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Onofre R. Pagsanghan (born June 12, 1927) is a teacher and screenplay writer from the Ateneo de Manila High School, Philippines.",10
25,SPOUSE,Describes the relationship between a person and her/his spouse.,He has a wide repertoire including Romeo in Romeo and Juliet and Siegfried in Swan Lake.,13
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"He left behind a wife, Diane, and son Larry McCoy IV.",13
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Margareta Bengtson (born 1966) (formerly Margareta Jalkéus, having married and divorced Real Group bandmate Anders Jalkeus) is the former soprano of The Real Group, a professional a cappella vocal jazz quintet from Sweden.",10
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,He previously was a senior economist at the Economic Policy Institute and an assistant professor of economics at Bucknell University.,5
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"In 1989 Don married Ruth, and when Robert retired Don had his 'R' replacement.",13
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Then I joined an internet startup in Silicon Valley which grew organically to over 1,000 employees and 140 million USD in annual revenue at that time and is now a Unicorn.",6
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Jerry is a focused, hard working, goal Oriented young man whose proficiencies are in the following: Personnel/ Material Logistics, Information Management, HSE, Helicopter Operations, Networking (LAN, MAN, WAN), Office Management.",9
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Founded in 2000, more than 100,000 users across the globe rely on Insulet's Omnipod Insulin Management System to bring simplicity and freedom to their lives.",3
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,Dr. Echenique also served as Chief Resident in Urology from 1987 to 1988.,11
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"Jeremiah Sullivan's father, Thomas Littleton Sullivan, was the son of an Irish barrister and emigrated from Charleville, County Cork, Ireland, in 1791 to Augusta County, Virginia.",11
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"The Wrap News Inc., founded by award-winning journalist Sharon Waxman in 2009, has established itself as the leading news organization covering the business of entertainment and media.",7
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Chip Wass (born 1965) is a well-known American illustrator, designer, and animator whose drawings are noted for their ironic style and trenchant comic wit.",3
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Princess Louise of Denmark (Louise Caroline Josephine Sophie Thyra Olga) (17 February 1875 – 4 April 1906) was a Danish princess, the third child and oldest daughter of Frederick VIII of Denmark and his wife, Princess Louise of Sweden and Norway.",1
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"The Schell Leather Company (Schell Leather Goods or Schell Leather Goods Company or Schell Inc) is a manufacturer of leather (originally), plastic, vinyl, nylon, and synthetic material goods originally based in Cincinnati, Ohio founded by Albert and Charles J. Schell from 1865 or 1870 (or at least 1901 or 1925) to at least 1985.",10
5,DATE_FOUNDED,Describes the founding date of a company.,"Sports Experts was independently founded in 1967, but purchased by Provigo in 1981.",2
5,DATE_FOUNDED,Describes the founding date of a company.,"It was formerly affiliated with Value City Furniture, which has 130 stores and was founded in 1948 (VCF is corporate sponsor of Value City Arena, home of the Ohio State University women and men's basketball programs).",2
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"The Los Angeles Xtreme was a professional American football team based in Los Angeles, California.",8
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"In its simplest form, Bell's theorem states: Cornell solid-state physicist David Mermin has described the appraisals of the importance of Bell's theorem in the physics community as ranging from ""indifference"" to ""wild extravagance"".",6
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,We grew to also begin providing business solutions to support the financial success of owners / operators in the industry.,10
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Dr. Smith is a proud member of the American Veterinary Medical Association, California Veterinary Medical Association, Mid-Coast Veterinary Medical Association, American Animal Hospital Association, and Phi Kappa Phi Honor Society.",9
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"The American College of Cardiology (ACC), based in Washington, D.C., is a nonprofit medical association established in 1949.",8
4,CEO,Describes the relationship between an organization and its CEO.,He is currently Professor and University Chairman of the department of Physiology and Biophysics at Albert Einstein College of Medicine.,0
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Prior to Informatica, I worked for TIBCO as well as Seebeyond Technologies Corporation (Later acquired by Sun Microsystems) in a variety of different roles including Product Lead for Sun Java CAPS, Senior Sales Engineer/Architect and Strategic Business Development for Sun's Healthcare vertical.",6
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"I started as a parent volunteer, worked as part-time Bus Monitor, Sub Cook, Teacher Aide, Teacher, Disabilities/Mental Health Coordinator, Education Manager, Deputy Director and in 2005 Head Start Director.",14
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Kyle Kaiser (born March 5, 1996) is an American racing driver from Santa Clara, California, currently competing in the Mazda Road to Indy.",9
5,DATE_FOUNDED,Describes the founding date of a company.,"It was founded by Chris Blackwell, Graeme Goodall, and Leslie Kong in Jamaica and has been based in the United Kingdom since 1962.",2
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Infobox airline | airline = Qingdao Airlines | image = QingdaoAirlinesLogo.png | image_size = 200px | alt = | caption = | IATA = QW | ICAO = QDA | callsign = SKY LEGEND | founded = ingdao, Shandong, China | commenced = | ceased = | aoc = | bases = plainlist| | hubs = | secondary_hubs = | focus_cities = | frequent_flyer = | lounge = | alliance = | subsidiaries = | fleet_size = 14 | destinations = 5 | company_slogan = | parent = Nanshan Group (100%) | headquarters = | key_people = plainlist| | revenue = | assets = | website = URL|www.qdairlines.com Chinese|s=青岛航空|p=Qīngdǎo hángkōng",14
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"Sushma Sharma Ghimire is a Nepalese politician, belonging to the Communist Party of Nepal (Maoist).",12
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"We are a creative, collaborative endeavor originally based in Madison, WI, but currently functioning on opposite sides of the Earth.",10
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"The Group consists of Genovis AB, Sweden, and the wholly owned subsidiary Genovis Inc., USA.",14
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"In the following decades, Portugal was dominated by the dictatorial regime led by António Oliveira Salazar, that kept the Party illegal.",12
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Gustave Ferdinand Niebaum (originally Gustaf Ferdinand Nybom) (b. 1842 in Oulu, Finland - 1908) acquired his maritime schooling in Helsinki, Finland.",3
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Established in 1999, Redknee Solutions Inc. (TSX: RKN) is the parent of the wholly-owned operating subsidiary Redknee Inc. and its various subsidiaries.",14
25,SPOUSE,Describes the relationship between a person and her/his spouse.,"Hours after the race, IMS Vice President in charge of the IMS Radio Network and former driver Elmer George (husband of Mari Hulman George) was shot and killed during a confrontation.",13
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,Larry Madowo (born 14 July 1987) is a Kenyan journalist and the BBC Africa Business Editor.,10
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"Robert J. Karabinchak is an American Democratic Party politician, who serves in the New Jersey General Assembly, where he represents the 18th Legislative Distri...ct.",12
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Born in Texas, she began her acting career on the Broadway stage in the mid 1920s, before moving to Hollywood at the beginning of the sound film era.",9
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"SED is a division of Calian Ltd., a subsidiary of Calian Technologies Ltd.",14
5,DATE_FOUNDED,Describes the founding date of a company.,The journal was established in 1958 as the Journal of Environmental Engineering.,2
14,DATE_OF_DEATH,Describes the date of death of a person.,"After Yuan's death, he supported the Zhili clique until their defeat by the Fengtian clique in the Second Zhili-Fengtian War in 1924.",4
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"Development was handled by Nintendo Entertainment Analysis and Development, led by Shigeru Miyamoto, who produced the game.",6
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"It's aims are to promote the welfare and well being of all who live in Ditchling and to help, support and encourage each Council, Society and Club to fulfill its particular aims.",10
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Captain John Baptiste Ford (November 17, 1811–May 1, 1903) was an American industrialist and founder of the Pittsburgh Plate Glass Company, now known as PPG Industries, based in Pittsburgh, Pennsylvania, United States.",8
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,Sambit Patra (born 13 December 1974) is an Indian politician who is one of the official spokespersons of the Bharatiya Janata Party.,12
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"Originally organized by the Brazilian Communist Party (PCB), they were later picked up by Francisco Julião, a member of the Democratic Labor Party (PDT) and other socialists.",12
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"The original owners lived in the house until 1940, when Judson sold her share to Eyman, who sold the house in 1943.",3
34,CHILD_OF,Describes the relationship between a person and his/her parent.,She loved the industry so much that after raising her children she opened Primped Salon & Boutique along side of her daughter who now is a Stylist/Make-up Artist in the industry.,1
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"He manages the Cole Land Transportation Museum, the Walking Sticks for Veterans program, and organizes numerous activities and charity drives for veterans and related causes in his native Bangor, Maine.",10
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"In 2002, three of the original architects of the theory were recognized for their major contributions; physicists Alan Guth of M.I.T., Andrei Linde of Stanford and Paul Steinhardt of Princeton shared the prestigious Dirac Prize ""for development of the concept of inflation in cosmology"".",6
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"The headquarters of Turner's properties are located in both the CNN Center in Downtown Atlanta and the Turner Broadcasting campus off Techwood Drive in Midtown Atlanta, which also houses Turner Studios.",8
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"Currently I am taking a PhD program at Department of Linguistics, Macquarie University.",5
4,CEO,Describes the relationship between an organization and its CEO.,He also served as the chairman of the U.S. Communications Security board.,0
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"<li><div><div><span>I was a Buffington, moved to Texas,  married, have a daughter, got divorced, moved back to Minnesota.",1
5,DATE_FOUNDED,Describes the founding date of a company.,"FK ASK Riga was a Latvian football club of the Latvian army, founded in 1923.",2
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,He later served as Youth Pastor and Assistant Pastor at Bryant Temple COGIC.,6
5,DATE_FOUNDED,Describes the founding date of a company.,"Following the 1947 creation of the Central Intelligence Agency (CIA) he rose in its ranks during the Truman, Eisenhower, and Kennedy administrations.",2
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Lately Sergey has devoted himself to making the world a better place by helping individuals, groups, communities, businesses, governments and society by leveraging their potential and talents to improve the way they live and work maintaining healthy, harmonious and sustainable lifestyle.",10
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"He is also Gaming consultant and was previously employed by Rank PLC, Gamesys/Intertain and Stage Entertainment (from Endemol co-Founder Joop van den Ende).",7
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,As deputy sheriff of Santa Fe County he founded their Sex Crimes Unit.,7
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Gulf Film is the leading film distributor in the Middle East and parent company to Novo Cinemas (formerly Grand Cinemas), the region's largest chain of cinemas.",14
4,CEO,Describes the relationship between an organization and its CEO.,He trains the founders of the NGOs on Local Fundraising and Mobilizing Support.,0
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Currently a member of Willamette Writers, I live in Oregon with my husband and four-legged friends.",10
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"In April 2013, singer Joel Veitch announced on Twitter that the band would no longer be playing live, due to ""kids and moves and stuff"".",3
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"The company was founded in 2010 by Mickey W. Mantle, who oversaw the original Living Books technology development as Vice President of Engineering and Chief Technical Officer at Brøderbund.",3
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"Iain was formerly chief executive officer of FishPal Ltd and has nearly eight years experience in the salmon letting business both as CEO of FishPal and also via FishPalâ  s subsidiary Tweed Salmon Fishings, which was letting agent for 15 beats on Tweed.",14
5,DATE_FOUNDED,Describes the founding date of a company.,"Founded by Caltech professor Arnold O. Beckman in 1935 as National Technical Laboratories to commercialize a pH meter that he had invented, the company eventually grew to employ over 12,000 people, with $5.8 billion in annual sales by 2017.",2
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"Louis Muench Jr. (and sons Louis K. and Eric), James Muench, and William Muench have all dedicated their careers to Louie's.",1
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"If your senior parent or family member is in North Houston, Tomball, Cypress, Spring, Klein, or The Woodlands and suffers from Alzheimer's, dementia, Parkinson's or simply needs assistance with activities of daily living, please contact us today.",14
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,He was elected representative to the Storting for the period 2017–2021 for the Conservative Party.,12
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"D'Souza represented his native country at the 2004 Summer Olympics, where India finished in seventh place.",3
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"Patrick Fingles, co-founder of Nu Look Home Design, Inc., has always had a flare for the extravagant.",7
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Heidi B. Hammel (born March 14, 1960) is a planetary astronomer who has extensively studied Neptune and Uranus.",3
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"The lake was named after Samuel Albro, who first settled in the area in the 1740s with a group of other residents from Portsmouth, Rhode Island.",11
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,She enrolled at Seton Hall University Law School and loved her time living in New York City.,10
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"In addition to developing and directing a strategy designed to mobilize millions of American citizens residing outside of the United States, Mr. Verde serves as an advisor to President Obama on international trade, the Hispanic vote as well as sustainability related issues.",9
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"He was born in Faber, Virginia and died in North Garden, Virginia.",10
5,DATE_FOUNDED,Describes the founding date of a company.,The Netherlands Red Cross Society (Dutch: Het Nederlandse Rode Kruis) was founded in 1867 in the Netherlands.,2
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Female Friendships Christchurch Meetup group welcomes all ladies to join, whether you’ve just arrived, travelling through or born and bred in Christchurch.The group is full of lovely welcoming ladies looking to meet new people and experience more of our awesome city.Maybe it's just a casual group catch up you're looking for, or you may want to find an activity buddy, someone to try new places to eat, attend a class or someone to walk the dog with.",10
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"Eastbourne Performance is a live album by American pianist, composer and band leader Duke Ellington featuring his final recorded concert at the Congress Theatre in Eastbourne, England in December 1973 and released on the RCA label in 1975.",11
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Daniel Ellsberg (born April 7, 1931) is an activist and former United States military analyst who, while employed by the RAND Corporation, precipitated a national political controversy in 1971 when he released the Pentagon Papers, a top-secret Pentagon study of U.S. government decision-making in relation to the Vietnam War, to The New York Times and other newspapers.",10
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Welland Lathrop (1905–1981) was a dancer, teacher, painter, and choreographer and a leader of the west coast modern and avant-garde dance movement.",3
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"She is a University Professor of Social Policy, Law, and Women's Studies at Brandeis University and a faculty member of Brandeis' Heller School for Social Policy and Management.",5
5,DATE_FOUNDED,Describes the founding date of a company.,"Smooth Talker (Chinese: 以和為貴; Jyutping: Ji5 Wo4 Wai4 Gwai3; literally ""Harmony Is Precious"") is a 2015 Hong Kong romantic comedy television drama created and produced by TVB, starring Joe Ma and Kate Tsui as the main leads, with Johnson Lee, Elena Kong, Tommy Wong and Tracy Chu in main supporting roles.",2
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"It is known that Amila Glamočak in 2005-06 with son Adi lived for a time in Sarajevo village Koševsko Brdo, she would then afterwards completely lost track.",10
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"Heather Dawes Fitzenhagen (born October 8, 1960) is a Republican member of the Florida House of Representatives, representing the 78th District, which includes the city of Fort Myers in central Lee County, since 2012.",12
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Born in Tuzla, SFR Yugoslavia, to Serbian father Zoran and Bosniak mother Amira, she moved to Germany at six months old.",10
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Julian Roth (September 2, 1902 – December 9, 1992) was an American architect.",9
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,She currently teaches at Case Western and is on the editorial board of Intelligence.,5
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Widowed mother lives in Montgomery, AL (father died when I was 13), two brothers: 1.",9
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"The single also featured a studio version of the track, which was recorded at Long View Farm studio in Massachusetts on June 4, 1978, with the single's B-side being live versions of both ""Chip Away The Stone"" and ""S.O.S. (Too Bad)"" from their 1974 album Get Your Wings.",11
1,SUBSIDIARY_OF,Describes the relationship between a parent company and one of its subsidiaries.,"It has a parent-teacher association that provides opportunities for parents to be involved in various recreational and social activities, such as festival celebrations, assemblies, evening activities and plays.",14
